"OBSID1" "OBSID2" "STUDYID" "CRN_SUBCMP" "IGSNID" "DBDOI" "DBVERNO" "SMPID" "SITEID" "METASITEID" "CNTRY" "REGION_INT" "REGION_REG" "DIV_ADMIN" "DIV_OTHER" "ISL_NAME" "LAKE" "BASIN" "AHGFL1" "AHGFL2" "RIVNAME" "RIVDIV" "IBRACODE" "IBRAREGION" "X_WGS84" "Y_WGS84" "CORDS_ELEV" "ELEVATION" "SITE_COMMT" "REFDBID" "OAID" "AUTHOR" "PUBYEAR" "REFID" "REFDOI" "MATERIAL" "SIZEMIN" "SIZEMAX" "PROJEPSGID" "PROJECTION" "AREA" "ELEV_AVE" "ELEV_STD" "SLP_AVE" "SLP_STD" "SMP_DAY" "SMP_MONTH" "SMP_YEAR" "SMP_COMMT" "BE10NP" "BE10NP_ERR" "BE10EP" "BE10EP_ERR" "BESTND" "BECORR" "BEAMS" "BE10NC" "BE10NC_ERR" "BEPROD" "BETOPO" "BESELF" "BESNOW" "BETOTS" "EBE_GCMYR" "ERRBE_AMS" "ERRBE_MUON" "ERRBE_PROD" "ERRBE_TOT" "EBE_MMKYR" "EBE_ERR" "AL26NP" "AL26NP_ERR" "AL26EP" "AL26EP_ERR" "ALSTND" "ALCORR" "ALAMS" "AL26NC" "AL26NC_ERR" "ALPROD" "ALTOPO" "ALSELF" "ALSNOW" "ALTOTS" "EAL_GCMYR" "ERRAL_AMS" "ERRAL_MUON" "ERRAL_PROD" "ERRAL_TOT" "EAL_MMKYR" "EAL_ERR" "layer" "path" "P" "Nneutrons" "Nmuons" "E1" "E2" "E3"
"S039WTS035" "CS-20" "S039" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM00733" "CRNST00623a" NA "USA" "Blue Ridge Escarpment (NC/VA)" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" -82.178689 35.622347 "INTP_ND" -9999.99 NA "Sullivan:2007blue" "OAID-000161" "Sullivan" 2007 "phdthesis" NA "ND" 0 0 32617 "WGS84_UTM_17N" 35.1 680.69 158.27 211 113.5 -9999 -9999 -9999 NA 211000 8000 23.2 3 "KNSTD" 0.9042 "LLNL-CAMS-Assumed" 190786 7234 1.546 0.996 1 1 1.54 0.00616 0.00024 0.00054 0.00122 0.00136 23.23 5.13 -9999 -9999 -9999.99 -9999.99 NA 0 "LLNL-CAMS-Assumed" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 934.090328303058 1.57332691186051 1.23330724575006 19.9659946301526 24.5149446675742 23.1250984666479
"S174WTS001" "Oj1" "S174" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM03214" "CRNST02896a" NA "BRA" "Southern Espinhaco Range" NA NA NA NA NA "Diamantina Plateau: overloaded alluvial sediments" NA NA "not applicable" "not applicable" NA "not applicable" -43.731735 -18.004502 "INTP_ND" -9999.99 NA "Barreto:2014diamantina" "OAID-000009" "Barreto" 2014 "J_S_Am_Earth_Sci_56" "10.1016/j.jsames.2014.09.002" "Sa" 250 1000 32723 "WGS84_UTM_23S" 53.52 1184.22 114.37 153.33 93.92 -9999 -9999 -9999 NA 226000 -9999 22.83 1.52 "07KNSTD" 1 "ASTER" 226000 -9999 1.558 0.998 1 1 1.554 0.0052 -9.99999 0.00044 0.00104 -9.99999 19.64 -9999.99 -9999 -9999 -9999.99 -9999.99 NA 0 "ASTER" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 878.81893108426 1.61490658675708 1.15450031209409 17.3004519295933 20.8952293248062 19.5935165974293
"S265WTS015" "JC" "S265" "INT" NA "TBA" 2 "CRNSM04269" "CRNST03824a" NA "KOR" "East coast, Taebaek Mts." NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" 129.0804 37.4812 "INTP_ND" -9999.99 NA "Kim:2020taebaek" "OAID-000084" "Kim" 2020 "Geomorphology_352" "10.1016/j.geomorph.2019.107012" "Sa" 250 500 32652 "WGS84_UTM_52N" 97.31 436.65 270.27 311.89 152.24 -9999 -9999 -9999 NA 74900 1000 51 12 "07KNSTD" 1 "KIST Seoul" 74900 1000 1.343 0.988 1 1 1.325 0.01409 0.00019 0.0015 0.00279 0.00317 53.17 11.97 -9999 -9999 -9999.99 -9999.99 NA 0 "KIST Seoul" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 961.872430758408 1.33362743607441 1.12253108719218 43.1093212577948 53.655689856913 51.9996705432686
"S271WTS023" "CHI" "S271" "INT" NA "TBA" 2 "CRNSM04343" "CRNST03879a" NA "GTM" "Sierra de Chuac�s" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" -90.761654 15.156685 "INTP_ND" -9999.99 NA "Brocard:2021guatemala" "OAID-000891" "Brocard" 2020 "Earth_Surf_Dynamics_" "10.5194/esurf-2020-80" "Sa" 250 500 32615 "WGS84_UTM_15N" 49.24 1833.8 368.59 311.39 143.01 -9999 -9999 -9999 NA 289000 7500 40 6.2 "07KNSTD" 1 "PRIME-Lab" 289000 7500 2.419 0.988 1 1 2.393 0.00608 0.00016 0.00037 0.00117 0.00123 22.93 4.66 -9999 -9999 -9999.99 -9999.99 NA 0 "PRIME-Lab" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 811.458326957772 2.47253189193488 1.4738968684493 20.7139317342223 24.3027844864379 23.1198032104946
"S151WTS007" "Wu-2" "S151" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM02713" "CRNST02454a" NA "TWN" "Hsueshan Range" NA NA NA NA NA "Wu Riv." NA NA "not applicable" "not applicable" NA "not applicable" 120.863336 24.04823 "INTP_ND" -9999.99 NA "Derrieux:2014taiwan" "OAID-000046" "Derrieux" 2014 "J_Asian_Earth_Sci_88" "10.1016/j.jseaes.2014.03.012" "Sa" 250 1000 32651 "WGS84_UTM_51N" 78.51 719.71 242.13 342.53 139.83 -9999 -9999 -9999 NA 5600 820 900 200 "07KNSTD" 1 "ASTER" 5600 820 1.288 0.988 1 1 1.273 0.18653 0.02797 0.0218 0.03629 0.05074 703.87 191.47 -9999 -9999 -9999.99 -9999.99 NA 0 "ASTER" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 929.709094655095 1.28203414449243 1.04614813170226 554.281069478669 685.740438481254 684.08213382853
"S103WTS015" "PO-150311-03a" "S103" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01930" "CRNST01708a" NA "NPL" "Himalaya" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" 83.717032 28.234168 "INTP_ND" -9999.99 NA "Godard:2014himalayan" "OAID-000066" "Godard" 2014 "Geology_42" "10.1130/g35342.1" "Sa" 250 1000 32644 "WGS84_UTM_44N" 40.85 1530.32 354.66 363.39 143.76 -9999 -9999 -9999 NA 10480 1670 780 150 "07KNSTD" 1 "ASTER" 10480 1670 2.537 0.988 1 1 2.507 0.18116 0.02966 0.01262 0.03373 0.04666 683.63 176.06 -9999 -9999 -9999.99 -9999.99 NA 0 "ASTER" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 842.38776978681 2.52330185559814 1.63217108594392 582.943421630335 692.538432471045 691.101552683702
"S108WTS022" "02-140-xf" "S108" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM02041" "CRNST01818a" NA "BTN" "Bhutanese Himalaya" NA NA NA NA NA "Puna Tsang Chu" NA NA "not applicable" "not applicable" NA "not applicable" 89.901056 27.456279 "INTP_ND" -9999.99 NA "Portenga:2015bhutanese" "OAID-000130" "Portenga" 2015 "Geomorphology_233" "10.1016/j.geomorph.2014.09.027" "Sa" 250 850 32646 "WGS84_UTM_46N" 73.24 2486.19 546.94 471.97 159.28 -9999 -9999 -9999 NA 97300 3700 368 32 "07KNSTD" 1 "LLNL-CAMS" 97300 3700 4.635 0.973 1 1 4.513 0.03358 0.00129 0.00141 0.00612 0.00641 126.72 24.19 -9999 -9999 -9999.99 -9999.99 NA 0 "LLNL-CAMS" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 748.076913312579 4.70028864880903 2.37392798198181 116.958063839744 134.126909079325 132.941579033222
"S271WTS020" "PAC" "S271" "INT" NA "TBA" 2 "CRNSM04340" "CRNST03876a" NA "GTM" "Sierra de Chuac�s" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" -90.646675 15.155 "INTP_ND" -9999.99 NA "Brocard:2021guatemala" "OAID-000891" "Brocard" 2020 "Earth_Surf_Dynamics_" "10.5194/esurf-2020-80" "Sa" 250 500 32615 "WGS84_UTM_15N" 21.89 1212.64 139.77 289.47 109.75 -9999 -9999 -9999 NA 107700 2800 80.2 12.1 "KNSTD" 0.9042 "PRIME-Lab-Assumed" 97382 2532 1.553 0.991 1 1 1.539 0.01231 0.00033 0.00116 0.00241 0.0027 46.46 10.18 -9999 -9999 -9999.99 -9999.99 NA 0 "PRIME-Lab-Assumed" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 875.780144743311 1.59491230622313 1.12986330873771 39.6530502778888 47.8176256464493 46.4014123471353
"S265WTS004" "GDC" "S265" "INT" NA "TBA" 2 "CRNSM04258" "CRNST03813a" NA "KOR" "East coast, Taebaek Mts." NA NA NA NA NA "Bukhan" NA NA "not applicable" "not applicable" NA "not applicable" 128.3245 38.0121 "INTP_ND" -9999.99 NA "Kim:2020taebaek" "OAID-000084" "Kim" 2020 "Geomorphology_352" "10.1016/j.geomorph.2019.107012" "Sa" 250 500 32652 "WGS84_UTM_52N" 36.85 713.35 239.29 288.31 133.49 -9999 -9999 -9999 NA 52800 2100 86 19 "07KNSTD" 1 "KIST Seoul" 52800 2100 1.698 0.991 1 1 1.681 0.02486 0.001 0.00227 0.00479 0.0054 93.81 20.36 -9999 -9999 -9999.99 -9999.99 NA 0 "KIST Seoul" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 930.42206914149 1.68431015531342 1.28579512339134 77.2336617816674 94.3702451585982 92.8189409626141
"S282WTS007" "See2 1013" "S282" "INT" NA "TBA" 2 "CRNSM04491" "CRNST04016a" NA "AUT" "Hohe Tauern" NA NA NA NA NA "Seebach" NA NA "not applicable" "not applicable" NA "not applicable" 13.21973 47.023917 "INTP_ND" -9999.99 NA "Grischott:2017stappitz" "OAID-000069" "Grischott" 2017 "Holocene_27" "10.1177/0959683617708451" "Sa" 250 1000 32633 "WGS84_UTM_33N" 27.64 2223.58 400.33 598.49 223.07 -9999 10 2013 NA 27039 2384 510 70 "S2007" 0.9124 "ETH-Zurich" 27039 2384 6.205 0.948 1 1 5.917 0.15714 0.01398 0.00544 0.02828 0.03201 592.98 120.81 -9999 -9999 -9999.99 -9999.99 NA 0 "ETH-Zurich" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 773.089115074903 6.02729444529777 2.64391061607029 539.697322749467 608.505892297825 607.252443421484
"S265WTS003" "GRSC" "S265" "INT" NA "TBA" 2 "CRNSM04257" "CRNST03812a" NA "KOR" "East coast, Taebaek Mts." NA NA NA NA NA "Bukhan" NA NA "not applicable" "not applicable" NA "not applicable" 128.2804 38.0188 "INTP_ND" -9999.99 NA "Kim:2020taebaek" "OAID-000084" "Kim" 2020 "Geomorphology_352" "10.1016/j.geomorph.2019.107012" "Sa" 250 500 32652 "WGS84_UTM_52N" 83.83 721.16 189.12 289.38 116.47 -9999 -9999 -9999 NA 97800 2400 48 10 "07KNSTD" 1 "KIST Seoul" 97800 2400 1.7 0.991 1 1 1.684 0.01331 0.00033 0.00117 0.00258 0.00286 50.21 10.79 -9999 -9999 -9999.99 -9999.99 NA 0 "KIST Seoul" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 929.546607387873 1.69503286077141 1.29054974000264 41.9621516175074 51.2480147774291 49.7749749703434
"S069WTS014" "Hoeller" "S069" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01324" "CRNST01118a" NA "AUT" "Central Eastern Alps" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" 12.419984 47.273619 "INTP_ND" -9999.99 NA "Norton:2011alps" "OAID-000116" "Norton" 2011 "Int_J_Earth_Sci_100" "10.1007/s00531-010-0626-y" "Sa" 250 500 32632 "WGS84_UTM_32N" 71.11 1968.98 476.46 558.09 243.43 -9999 -9999 -9999 NA 22665 2572 650 110 "S555" 0.9124 "ETH-Zurich" 20679 2347 5.262 0.951 1 1 5.021 0.17564 0.02021 0.00696 0.03176 0.03829 662.78 144.48 -9999 -9999 -9999.99 -9999.99 NA 0 "ETH-Zurich" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 797.980739919934 5.0602786051098 2.38955402290263 592.465923964144 673.781493252992 672.638958983842
"S139WTS008" "VO-08" "S139" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM02527" "CRNST02274a" NA "FRA" "Massif Central" NA NA NA NA NA "Loire Riv." NA NA "not applicable" "not applicable" NA "not applicable" 4.380814 45.209071 "INTP_ND" -9999.99 NA "Olivetti:2016massif" "OAID-000120" "Olivetti" 2016 "Earth_Planet_Sc_Lett_444" "10.1016/j.epsl.2016.03.049" "Sa" 250 1000 32631 "WGS84_UTM_31N" 67.13 1068.4 105.24 164.27 87.92 -9999 -9999 -9999 NA 188090 6380 46.1 3 "07KNSTD" 1 "ASTER" 188090 6380 2.438 0.998 1 1 2.433 0.00959 0.00033 0.00061 0.00182 0.00195 36.2 7.37 -9999 -9999 -9999.99 -9999.99 NA 0 "ASTER" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 891.291330373896 2.48144256154234 1.60213280279466 31.9416246434729 37.935658512549 36.5634839606295
"S069WTS032" "Widschoenau" "S069" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01342" "CRNST01135a" NA "AUT" "Central Eastern Alps" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" 11.990226 47.460168 "INTP_ND" -9999.99 NA "Norton:2011alps" "OAID-000116" "Norton" 2011 "Int_J_Earth_Sci_100" "10.1007/s00531-010-0626-y" "Sa" 500 1000 32632 "WGS84_UTM_32N" 85.68 1313.21 334.75 391.94 155.22 -9999 -9999 -9999 NA 15347 2923 730 170 "S555" 0.9124 "ETH-Zurich" 14002 2667 3.152 0.98 1 1 3.09 0.1643 0.03252 0.00968 0.03028 0.04547 619.99 171.6 -9999 -9999 -9999.99 -9999.99 NA 0 "ETH-Zurich" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 865.095026855867 3.10450957559566 1.81311671716588 536.811006433629 627.932761389685 626.569180512446
"S260WTS022" "RBE22" "S260" "INT" NA "TBA" 2 "CRNSM04187" "CRNST03745a" NA "CHN" "Qinling Mts." NA NA NA NA NA "Wei Riv. trib." NA NA "not applicable" "not applicable" NA "not applicable" 108.0958 34.0708 "INTP_ND" -9999.99 NA "He:2020weihe" "OAID-000185" "He" 2020 "Geomorphology_359" "10.1016/j.geomorph.2020.107151" "Sa" 250 500 32649 "WGS84_UTM_49N" 76.77 1458.1 366.57 482.64 163 -9999 -9999 -9999 NA 47680 4202 155.69 17.45 "07KNSTD" 1 "XAAMS" 47680 4202 2.752 0.967 1 1 2.665 0.04191 0.00374 0.00272 0.00781 0.00908 158.17 34.26 -9999 -9999 -9999.99 -9999.99 NA 0 "XAAMS" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 849.886930356655 2.73343214800131 1.71608400105546 138.800340806448 164.127628424913 162.704677221073
"S264WTS011" "JGC" "S264" "INT" NA "TBA" 2 "CRNSM04252" "CRNST03807a" NA "KOR" "East coast, Taebaek Mts." NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" 129.4811 35.8887 "INTP_ND" -9999.99 NA "Kim:2016korean" "OAID-000084" "Kim" 2016 "Geomorphology_254" "10.1016/j.geomorph.2015.11.022" "Sa" 250 750 32652 "WGS84_UTM_52N" 29.11 149.75 70.92 170.13 88.16 -9999 -9999 -9999 NA 34400 10200 83.6 -9999.99 "07KNSTD" 1 "KIST Seoul" 34400 10200 1.005 0.998 1 1 1.003 0.02453 0.00811 0.0033 0.00494 0.01006 92.55 37.95 -9999 -9999 -9999.99 -9999.99 NA 0 "KIST Seoul" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 995.385639896406 1.0214565982963 0.960216819676496 71.891899239459 91.5344214567992 89.7444438598194
"S218WTS011" "BRN5" "S218" "INT" NA "TBA" 2 "CRNSM03875" "CRNST03482a" NA "NAM" "Western Namibian escarpment" NA NA NA NA NA "Brandberg Mountain, Orawab Riv." NA NA "not applicable" "not applicable" NA "not applicable" 14.5843 -21.2672 "INTP_ND" -9999.99 NA "Matmon:2018namibia" "OAID-000099" "Matmon" 2018 "Geomorphology_313" "10.1016/j.geomorph.2018.04.008" "Sa" 250 850 32733 "WGS84_UTM_33S" 79.02 1016.02 378.29 181.61 206.27 -9999 -9999 -9999 NA 963000 40000 4.75 0.67 "07KNSTD" 1 "ASTER" 963000 40000 1.51 0.991 1 1 1.492 0.00105 5e-05 6e-05 0.00022 0.00023 3.96 0.88 -9999 -9999 -9999.99 -9999.99 NA 0 "ASTER" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 896.978886840134 1.5015444961306 1.12795850962369 3.77511686638608 4.59935598891835 3.7744740667799
"S083WTS007" "E-7a" "S083" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01612" "CRNST01401a" NA "CHE" "Central Alps" NA NA NA NA NA "Gr. Entlen" NA NA "not applicable" "not applicable" NA "not applicable" 8.060471 46.992217 "INTP_ND" -9999.99 NA "VandenBerg:2012entlebuch" "OAID-000167" "Van den Berg" 2012 "Earth_Surf_Proc_Land_37" "10.1002/esp.3237" "Sa" 250 1000 32632 "WGS84_UTM_32N" 62.58 1283.76 266.88 321.6 193.6 -9999 -9999 -9999 NA 24600 1300 420 40 "S2007" 0.9124 "ETH-Zurich" 24600 1300 2.998 0.983 1 1 2.942 0.08926 0.00474 0.00544 0.01651 0.01802 336.84 67.99 -9999 -9999 -9999.99 -9999.99 NA 0 "ETH-Zurich" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 868.212967291877 3.01419529669502 1.78419727989694 296.65711034814 347.695169675519 346.281051395698
"S265WTS002" "HGC" "S265" "INT" NA "TBA" 2 "CRNSM04256" "CRNST03811a" NA "KOR" "East coast, Taebaek Mts." NA NA NA NA NA "Bukhan" NA NA "not applicable" "not applicable" NA "not applicable" 128.2604 38.1354 "INTP_ND" -9999.99 NA "Kim:2020taebaek" "OAID-000084" "Kim" 2020 "Geomorphology_352" "10.1016/j.geomorph.2019.107012" "Sa" 250 500 32652 "WGS84_UTM_52N" 56.01 815.64 257.55 367.14 141.34 -9999 -9999 -9999 NA 64000 1700 67 1 "07KNSTD" 1 "KIST Seoul" 64000 1700 1.864 0.983 1 1 1.832 0.02211 6e-04 0.00188 0.00424 0.00467 83.42 17.64 -9999 -9999 -9999.99 -9999.99 NA 0 "KIST Seoul" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 919.008614194212 1.83068981318296 1.34970998047689 69.2553410458835 84.0957842746176 82.5309597032105
"S069WTS015" "Hoeller2" "S069" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01325" "CRNST01118a" NA "AUT" "Central Eastern Alps" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" 12.419984 47.273619 "INTP_ND" -9999.99 NA "Norton:2011alps" "OAID-000116" "Norton" 2011 "Int_J_Earth_Sci_100" "10.1007/s00531-010-0626-y" "Sa" 500 1000 32632 "WGS84_UTM_32N" 71.11 1968.98 476.46 558.09 243.43 -9999 -9999 -9999 NA 13450 5335 1090 470 "S555" 0.9124 "ETH-Zurich" 12272 4868 5.262 0.951 1 1 5.021 0.29608 0.13946 0.01177 0.05352 0.14984 1117.29 565.45 -9999 -9999 -9999.99 -9999.99 NA 0 "ETH-Zurich" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 797.980739919934 5.0602786051098 2.38955402290263 998.337910825825 1135.35915082942 1134.11723391179
"S104WTS013" "DS7-066" "S104" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01953" "CRNST01730a" NA "IND" "Garhwal Himalaya (UK)" NA NA NA NA NA "Tons Tributaries" NA NA "not applicable" "not applicable" NA "not applicable" 78.035421 31.019621 "INTP_ND" -9999.99 NA "Scherler:2013garhwal" "OAID-000149" "Scherler" 2014 "J_Geophys_Res-Earth_119" "10.1002/2013JF002955" "Sa" 125 500 32644 "WGS84_UTM_44N" 66.09 2257.42 533.2 600.8 216.2 -9999 -9999 -9999 NA 24560 700 540 40 "07KNSTD" 1 "LLNL-CAMS" 24560 700 4.46 0.946 1 1 4.231 0.12565 0.00359 0.00571 0.02287 0.02384 474.15 89.96 -9999 -9999 -9999.99 -9999.99 NA 0 "LLNL-CAMS" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 769.828553498343 4.38323265209999 2.30554744127588 432.100373300251 498.15938732046 496.864373040838
"S182WTS013" "CH-024" "S182" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM03316" "CRNST02969a" NA "CHN" "Yunnan" NA NA NA NA NA "Yongchun" NA NA "not applicable" "not applicable" NA "not applicable" 99.362073 27.122871 "INTP_ND" -9999.99 NA "Schmidt:2016yunnan" "OAID-000151" "Schmidt" 2016 "Earth_Surf_Dynamics_4" "10.5194/esurf-4-819-2016" "Sa" 250 850 32647 "WGS84_UTM_47N" 65.64 3051.91 282.61 286.59 164.89 -9999 -9999 -9999 NA 1030000 12400 17.34 1.41 "07KNSTD" 1 "SUERC" 1030000 12400 6.214 0.988 1 1 6.144 0.00414 5e-05 0.00011 0.00076 0.00077 15.64 2.92 -9999 -9999 -9999.99 -9999.99 NA 0 "SUERC" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 696.417786649376 6.57581069229183 2.91969753434601 15.457190475085 17.4519338207704 16.5659576713905
"S157WTS001" "TTS-4" "S157" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM02837" "CRNST02553a" NA "USA" "Teton Range" NA NA NA NA NA "Cascade Canyon" NA NA "not applicable" "not applicable" NA "not applicable" -110.750876 43.765009 "INTP_ND" -9999.99 NA "Tranel:2015teton" "OAID-000165" "Tranel" 2015 "Geomorphology_228" "10.1016/j.geomorph.2014.08.018" "Sa" 0 0 32612 "WGS84_UTM_12N" 43.18 2909.15 303.3 571 307.98 -9999 -9999 -9999 NA 155700 5100 160 20 "07KNSTD" 1 "SUERC" 155700 5100 8.809 0.94 1 1 8.295 0.03771 0.00124 0.00096 0.00675 0.00693 142.29 26.14 -9999 -9999 -9999.99 -9999.99 NA 0 "SUERC" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 709.172698401141 8.89385536235864 3.36640596365204 138.299283830523 153.514014241009 152.547675427354
